vitri,noilmviec,mucluong,ThoiGianDangGoc,kynang,link,NgayDang
DE,Hà Nội,Thỏa thuận,15 ngày trước,"SQL, Tableau, Spark, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683757,2026-06-25 13:48:01.153
DE,Hà Nội,Thỏa thuận,15 ngày trước,"Python, SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683755,2026-06-25 13:48:01.153
DE,Hà Nội,Thỏa thuận,15 ngày trước,"Python, SQL, Power BI, Tableau, Spark, AWS, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683753,2026-06-25 13:48:01.153
BA,Hà Nội,Thỏa thuận,15 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/683749,2026-06-25 13:48:01.153
DE,Hà Nội,Thỏa thuận,15 ngày trước,"Python, SQL, Spark, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683747,2026-06-25 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"SQL, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/683745,2026-06-25 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"Python, Excel, Pandas, AWS, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683741,2026-06-25 13:48:01.153
DE,Hà Nội,Thỏa thuận,15 ngày trước,"Python, SQL, Spark, AWS, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683738,2026-06-25 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"Python, SQL, Power BI, Tableau, Pandas, Spark, Docker, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683736,2026-06-25 13:48:01.153
DE,Hà Nội,Thỏa thuận,15 ngày trước,"Python, SQL, Spark, Docker, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683735,2026-06-25 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683714,2026-06-25 13:48:01.153
BA,Hà Nội,Thỏa thuận,15 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683290,2026-06-25 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"Python, SQL, Pandas, Spark, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/683163,2026-06-25 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"Python, SQL, Excel, Pandas, NumPy, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683082,2026-06-25 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,15 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/664418,2026-06-25 13:48:01.153
DS,Toàn quốc / Chưa rõ,Thỏa thuận,15 ngày trước,"Python, Power BI, Tableau, Machine Learning, R",https://jobs.xomdata.com/jobs/423856,2026-06-25 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,15 ngày trước,"Python, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/235982,2026-06-25 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,16 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684836,2026-06-24 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,16 ngày trước,"Python, SQL, Pandas, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684798,2026-06-24 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,16 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684185,2026-06-24 13:48:01.153
BA,Hà Nội,Thỏa thuận,16 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683772,2026-06-24 13:48:01.153
AI Engineer,Toàn quốc / Chưa rõ,Thỏa thuận,16 ngày trước,"AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/683770,2026-06-24 13:48:01.153
DE,Hà Nội,Thỏa thuận,16 ngày trước,"Python, SQL, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683744,2026-06-24 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"SQL, Power BI, Tableau, Excel, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683730,2026-06-25 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"Python, SQL, Power BI, Tableau, Machine Learning, R",https://jobs.xomdata.com/jobs/683729,2026-06-25 13:48:01.153
DA,Đà Nẵng,Thỏa thuận,15 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683728,2026-06-25 13:48:01.153
DA,Đà Nẵng,Thỏa thuận,15 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683727,2026-06-25 13:48:01.153
DA,Hà Nội,Thỏa thuận,16 ngày trước,"Python, SQL, Tableau, AWS, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683725,2026-06-24 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,16 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683724,2026-06-24 13:48:01.153
Other,Hà Nội,Thỏa thuận,16 ngày trước,"Python, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/683723,2026-06-24 13:48:01.153
BA,Hà Nội,Thỏa thuận,16 ngày trước,"Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683721,2026-06-24 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,16 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683719,2026-06-24 13:48:01.153
MLE,Hà Nội,Thỏa thuận,16 ngày trước,"Python, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683717,2026-06-24 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,16 ngày trước,"Python, SQL, Tableau, Excel, Spark, AWS, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683716,2026-06-24 13:48:01.153
BA,Hà Nội,Thỏa thuận,16 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683713,2026-06-24 13:48:01.153
DE,Hà Nội,Thỏa thuận,16 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/683711,2026-06-24 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,16 ngày trước,"Python, SQL, Power BI, Tableau, Excel, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683710,2026-06-24 13:48:01.153
BI,Hà Nội,Thỏa thuận,16 ngày trước,"Python, SQL, Power BI, Tableau, Machine Learning, R",https://jobs.xomdata.com/jobs/683709,2026-06-24 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,16 ngày trước,"Python, SQL, Spark, AWS, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683707,2026-06-24 13:48:01.153
DA,Hà Nội,Thỏa thuận,16 ngày trước,"SQL, Power BI, Tableau, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683706,2026-06-24 13:48:01.153
DE,Hà Nội,Thỏa thuận,16 ngày trước,"Python, SQL, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683704,2026-06-24 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,16 ngày trước,"SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683702,2026-06-24 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,16 ngày trước,"Python, SQL, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683699,2026-06-24 13:48:01.153
BA,Hà Nội,Thỏa thuận,16 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683698,2026-06-24 13:48:01.153
BA,Hà Nội,Thỏa thuận,16 ngày trước,"Python, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683696,2026-06-24 13:48:01.153
BA,Hà Nội,Thỏa thuận,16 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683695,2026-06-24 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,16 ngày trước,"Python, SQL, Excel, Spark, AWS, Azure, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683645,2026-06-24 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,16 ngày trước,"Python, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/673252,2026-06-24 13:48:01.153
DE,Hà Nội,Thỏa thuận,16 ngày trước,"Python, SQL, Spark, AWS, Docker, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/665373,2026-06-24 13:48:01.153
DS,Hà Nội,Thỏa thuận,16 ngày trước,"Python, Excel, Spark, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/556500,2026-06-24 13:48:01.153
DE,Hà Nội,Thỏa thuận,16 ngày trước,"Python, SQL, Spark, AWS, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/405232,2026-06-24 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,16 ngày trước,"Python, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/289472,2026-06-24 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,16 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/281,2026-06-24 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,16 ngày trước,"Python, SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/200,2026-06-24 13:48:01.153
BA,Hà Nội,Thỏa thuận,17 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683686,2026-06-23 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,17 ngày trước,"Python, Excel, Spark, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/683681,2026-06-23 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,17 ngày trước,"SQL, Power BI, Tableau, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/8681,2026-06-23 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,18 ngày trước,"SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684946,2026-06-22 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,18 ngày trước,"Python, SQL, Power BI, Tableau, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683673,2026-06-22 13:48:01.153
Other,Hà Nội,Thỏa thuận,18 ngày trước,"AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683671,2026-06-22 13:48:01.153
DE,Hà Nội,Thỏa thuận,18 ngày trước,"Python, SQL, Power BI, Spark, AWS, Azure, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683670,2026-06-22 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,18 ngày trước,"SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683442,2026-06-22 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,18 ngày trước,"AWS, Azure, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/683248,2026-06-22 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,18 ngày trước,"Excel, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/594036,2026-06-22 13:48:01.153
BA,Toàn quốc / Chưa rõ,Thỏa thuận,18 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/589162,2026-06-22 13:48:01.153
DA,Hà Nội,Thỏa thuận,18 ngày trước,"Python, SQL, Power BI, Tableau, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/378707,2026-06-22 13:48:01.153
Other,TP. Hồ Chí Minh,Thỏa thuận,18 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/378611,2026-06-22 13:48:01.153
DE,Hà Nội,Thỏa thuận,18 ngày trước,"Python, SQL, Power BI, Excel, Spark, Azure, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/368280,2026-06-22 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,18 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/9113,2026-06-22 13:48:01.153
DS,Toàn quốc / Chưa rõ,Thỏa thuận,18 ngày trước,"Python, Pandas, Spark, Azure, Docker, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/292,2026-06-22 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,18 ngày trước,"Python, SQL, Excel, Pandas, NumPy, Spark, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/256,2026-06-22 13:48:01.153
DE,Hà Nội,Thỏa thuận,19 ngày trước,"Python, SQL, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684962,2026-06-21 13:48:01.153
DA,Hà Nội,Thỏa thuận,19 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684873,2026-06-21 13:48:01.153
DS,Hà Nội,Thỏa thuận,19 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684858,2026-06-21 13:48:01.153
BA,Hà Nội,Thỏa thuận,19 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684780,2026-06-21 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683942,2026-06-21 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Python, SQL, Power BI, Tableau, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/683748,2026-06-21 13:48:01.153
DE,Hà Nội,Thỏa thuận,19 ngày trước,"Python, Docker, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683694,2026-06-21 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Python, SQL, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683679,2026-06-21 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683676,2026-06-21 13:48:01.153
BA,Hà Nội,Thỏa thuận,19 ngày trước,"Power BI, Machine Learning, R",https://jobs.xomdata.com/jobs/683667,2026-06-21 13:48:01.153
DA,Hà Nội,Thỏa thuận,19 ngày trước,"Python, SQL, Power BI, Excel, AWS, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683664,2026-06-21 13:48:01.153
AI Engineer,Toàn quốc / Chưa rõ,Thỏa thuận,19 ngày trước,"Python, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683663,2026-06-21 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Python, SQL, Power BI, Machine Learning, R",https://jobs.xomdata.com/jobs/683662,2026-06-21 13:48:01.153
DA,Hà Nội,Thỏa thuận,19 ngày trước,"Python, SQL, Power BI, Excel, AWS, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683661,2026-06-21 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,19 ngày trước,"Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/683647,2026-06-21 13:48:01.153
BA,Hà Nội,Thỏa thuận,19 ngày trước,"SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683642,2026-06-21 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Python, SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683641,2026-06-21 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Python, SQL, Power BI, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683638,2026-06-21 13:48:01.153
DE,Hà Nội,Thỏa thuận,19 ngày trước,"Python, SQL, Tableau, Spark, AWS, Azure, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683636,2026-06-21 13:48:01.153
Other,Hà Nội,Thỏa thuận,19 ngày trước,"SQL, Spark, AWS, Azure, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683634,2026-06-21 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,19 ngày trước,"Python, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683633,2026-06-21 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683629,2026-06-21 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Power BI, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683622,2026-06-21 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683614,2026-06-21 13:48:01.153
BA,Toàn quốc / Chưa rõ,Thỏa thuận,19 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683608,2026-06-21 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,19 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683601,2026-06-21 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Python, SQL, Excel, Spark, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/675060,2026-06-21 13:48:01.153
DE,Hà Nội,Thỏa thuận,19 ngày trước,"Python, SQL, Power BI, Tableau, AWS, Azure, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/637844,2026-06-21 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Power BI, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/637424,2026-06-21 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"SQL, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/571963,2026-06-21 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,19 ngày trước,"Python, Excel, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/372108,2026-06-21 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Python, SQL, Excel, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/370634,2026-06-21 13:48:01.153
DE,Hà Nội,Thỏa thuận,19 ngày trước,"Spark, AWS, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/364808,2026-06-21 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Python, SQL, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/271,2026-06-21 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/214,2026-06-21 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,20 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684874,2026-06-20 13:48:01.153
DA,Hà Nội,Thỏa thuận,20 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684830,2026-06-20 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,20 ngày trước,"Python, SQL, Excel, AWS, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683577,2026-06-20 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683566,2026-06-21 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,20 ngày trước,"Python, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/683561,2026-06-20 13:48:01.153
DE,Toàn quốc / Chưa rõ,Thỏa thuận,20 ngày trước,"Python, SQL, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683550,2026-06-20 13:48:01.153
DA,Hà Nội,Thỏa thuận,20 ngày trước,"Python, SQL, Power BI, Tableau, Machine Learning, R",https://jobs.xomdata.com/jobs/683549,2026-06-20 13:48:01.153
DA,Đà Nẵng,Thỏa thuận,20 ngày trước,"Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683544,2026-06-20 13:48:01.153
DS,Hà Nội,Thỏa thuận,20 ngày trước,"Python, SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683542,2026-06-20 13:48:01.153
Other,Hà Nội,Thỏa thuận,20 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/683538,2026-06-20 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,20 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683533,2026-06-20 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,20 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683534,2026-06-20 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,20 ngày trước,"Python, Excel, Pandas, Machine Learning, R",https://jobs.xomdata.com/jobs/683530,2026-06-20 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,20 ngày trước,"Spark, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683531,2026-06-20 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,20 ngày trước,"SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683522,2026-06-20 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,20 ngày trước,"Python, SQL, Excel, Spark, AWS, Azure, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683516,2026-06-20 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,20 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683512,2026-06-20 13:48:01.153
DA,Hà Nội,Thỏa thuận,20 ngày trước,"Python, SQL, Power BI, Tableau, Machine Learning, R",https://jobs.xomdata.com/jobs/683511,2026-06-20 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,20 ngày trước,"Python, AWS, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/683510,2026-06-20 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,20 ngày trước,"Python, SQL, Excel, Spark, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683507,2026-06-20 13:48:01.153
DE,Hà Nội,Thỏa thuận,20 ngày trước,"Python, SQL, Power BI, Machine Learning, R",https://jobs.xomdata.com/jobs/683506,2026-06-20 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,20 ngày trước,"Python, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/683503,2026-06-20 13:48:01.153
DA,Hà Nội,Thỏa thuận,20 ngày trước,"Python, SQL, Power BI, Tableau, Machine Learning, R",https://jobs.xomdata.com/jobs/683499,2026-06-20 13:48:01.153
DE,Hà Nội,Thỏa thuận,20 ngày trước,"Python, SQL, Excel, Spark, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683498,2026-06-20 13:48:01.153
MLE,Hà Nội,Thỏa thuận,20 ngày trước,"Python, Spark, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683494,2026-06-20 13:48:01.153
DS,Hà Nội,Thỏa thuận,20 ngày trước,"AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/683493,2026-06-20 13:48:01.153
DE,Hà Nội,Thỏa thuận,20 ngày trước,"SQL, Spark, AWS, Azure, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683489,2026-06-20 13:48:01.153
DA,Toàn quốc / Chưa rõ,Thỏa thuận,21 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684882,2026-06-19 13:48:01.153
DE,Hà Nội,30 - 50 triệu,21 ngày trước,"SQL, Power BI, Machine Learning, R",https://jobs.xomdata.com/jobs/684863,2026-06-19 13:48:01.153
DE,Toàn quốc / Chưa rõ,Thỏa thuận,21 ngày trước,"Python, SQL, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684864,2026-06-19 13:48:01.153
DE,Hà Nội,15 - 35 triệu,21 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684865,2026-06-19 13:48:01.153
DE,Hà Nội,Thỏa thuận,21 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684764,2026-06-19 13:48:01.153
MLE,TP. Hồ Chí Minh,Thỏa thuận,21 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/174531,2026-06-19 13:48:01.153
DS,Hà Nội,Thỏa thuận,21 ngày trước,"Python, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/288,2026-06-19 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,22 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684968,2026-06-18 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,22 ngày trước,"Python, SQL, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/684951,2026-06-18 13:48:01.153
DS,Hà Nội,Thỏa thuận,22 ngày trước,"Python, SQL, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/684952,2026-06-18 13:48:01.153
DA,TP. Hồ Chí Minh,15 - 18 triệu,22 ngày trước,"Python, SQL, Power BI, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684934,2026-06-18 13:48:01.153
BA,Hà Nội,Thỏa thuận,22 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684928,2026-06-18 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,22 ngày trước,"SQL, Power BI, Tableau, Machine Learning, R",https://jobs.xomdata.com/jobs/684883,2026-06-18 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,22 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684890,2026-06-18 13:48:01.153
DE,Hà Nội,Thỏa thuận,22 ngày trước,"Python, SQL, Spark, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684867,2026-06-18 13:48:01.153
DA,Toàn quốc / Chưa rõ,Thỏa thuận,22 ngày trước,"SQL, Power BI, Tableau, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684875,2026-06-18 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,22 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684827,2026-06-18 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,22 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684828,2026-06-18 13:48:01.153
BA,Hà Nội,Thỏa thuận,22 ngày trước,"SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684778,2026-06-18 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,22 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684779,2026-06-18 13:48:01.153
DA,Toàn quốc / Chưa rõ,Thỏa thuận,23 ngày trước,"Power BI, Tableau, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684948,2026-06-17 13:48:01.153
DS,Hà Nội,Thỏa thuận,23 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684884,2026-06-17 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,23 ngày trước,"Python, SQL, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684876,2026-06-17 13:48:01.153
DS,TP. Hồ Chí Minh,30 - 35 triệu,23 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684831,2026-06-17 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,23 ngày trước,"Python, SQL, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/684794,2026-06-17 13:48:01.153
