Vị trí công việc,Nơi làm việc,Mức lương,Thời gian đăng,Kỹ năng yêu cầu,Đường link chi tiết
Business Analyst (Middle) Saigon Technology - Accelerate Software Development Thoả thuận · TP.Hồ Chí Minh Middle Business Analyst 19 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"SQL, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/571963
"Generative AI Engineer (Junior - Senior) NTT DATA, Inc. Thoả thuận · Hà Nội Junior AI Engineer 19 ngày trước",Hà Nội,Thỏa thuận,19 ngày trước,"Python, Excel, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/372108
"Lead Data Science (Bangkok based, Relocation provided) Agoda Thoả thuận · TP.Hồ Chí Minh Lead Data Scientist 19 ngày trước",TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Python, SQL, Excel, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/370634
"Director, Data Engineering Techcombank (TCB) Thoả thuận · Hà Nội Director Data Engineer 19 ngày trước",Hà Nội,Thỏa thuận,19 ngày trước,"Spark, AWS, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/364808
Data Scientist Motorola Solutions Thoả thuận · TP.Hồ Chí Minh Data Scientist 19 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Python, SQL, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/271
Staff Business Planning data Analyst Renesas Electronics Thoả thuận · TP.Hồ Chí Minh Principal Data Analyst 19 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/214
Data Analyst (MIS Supervisor) Shinhan Vietnam Finance $1000 - $1300 · TP.Hồ Chí Minh Manager Data Analyst 20 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,20 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684874
[CT0013] Chuyên Viên Phân Tích Dữ Liệu (DA) Công Ty Cổ Phần Chứng Khoán MB Thoả thuận · Hà Nội Data Analyst 20 ngày trước,Hà Nội,Thỏa thuận,20 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684830
Data Engineer Galaxy FinX Thoả thuận · TP.Hồ Chí Minh Data Engineer 20 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,20 ngày trước,"Python, SQL, Excel, AWS, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683577
"Senior Business Analyst (Monetization, Pricing, User) Chợ Tốt Thoả thuận · TP.Hồ Chí Minh Senior Business Analyst 19 ngày trước",TP. Hồ Chí Minh,Thỏa thuận,19 ngày trước,"SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683566
Middle/Senior AI Engineer (Fluent in English) GEM Careers Thoả thuận · Hà Nội Middle/Senior AI Engineer 20 ngày trước,Hà Nội,Thỏa thuận,20 ngày trước,"Python, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/683561
Analytics Engineer — Data & Presales (Junior to Mid-level) Holistics Data Thoả thuận · Việt Nam Junior Data Engineer 20 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,20 ngày trước,"Python, SQL, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683550
Data Analyst (Senior) Sapo Technology JSC Thoả thuận · Hà Nội Senior Data Analyst 20 ngày trước,Hà Nội,Thỏa thuận,20 ngày trước,"Python, SQL, Power BI, Tableau, Machine Learning, R",https://jobs.xomdata.com/jobs/683549
Real-Time Data Analyst TELUS Digital Thoả thuận · Đà Nẵng Data Analyst 20 ngày trước,Đà Nẵng,Thỏa thuận,20 ngày trước,"Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683544
Giảng viên/Chuyên gia Data Scientist (Domain Banking) Cole Thoả thuận · Hà Nội Expert Data Scientist 20 ngày trước,Hà Nội,Thỏa thuận,20 ngày trước,"Python, SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683542
Senior Recommender ML Engineer Politetech Software Thoả thuận · Hà Nội Senior ML Engineer 20 ngày trước,Hà Nội,Thỏa thuận,20 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/683538
Business Analyst CRIF Thoả thuận · TP.Hồ Chí Minh Business Analyst 20 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,20 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683533
Commercial Technology & Data Manager AB InBev Southeast Asia Thoả thuận · TP.Hồ Chí Minh Manager Data Analyst 20 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,20 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683534
[ D&A Hub ] Senior Data Scientist Tiger Tribe (A HEINEKEN Company) Thoả thuận · TP.Hồ Chí Minh Senior Data Scientist 20 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,20 ngày trước,"Python, Excel, Pandas, Machine Learning, R",https://jobs.xomdata.com/jobs/683530
[ APAC D&A Hub ] - Leader Data Scientist Tiger Tribe (A HEINEKEN Company) Thoả thuận · TP.Hồ Chí Minh Lead Data Scientist 20 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,20 ngày trước,"Spark, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683531
Business Analyst GiaoHangNhanh (GHN) Thoả thuận · TP.Hồ Chí Minh Business Analyst 20 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,20 ngày trước,"SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683522
Data Engineer (Junior/ Middle) Amaris Consulting Thoả thuận · TP.Hồ Chí Minh Junior Data Engineer 20 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,20 ngày trước,"Python, SQL, Excel, Spark, AWS, Azure, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683516
Data Engineer I Vietnam Temus Thoả thuận · TP.Hồ Chí Minh Data Engineer 20 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,20 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683512
SENIOR DATA ANALYST Viettel Cyber Security Thoả thuận · Hà Nội Senior Data Analyst 20 ngày trước,Hà Nội,Thỏa thuận,20 ngày trước,"Python, SQL, Power BI, Tableau, Machine Learning, R",https://jobs.xomdata.com/jobs/683511
[HCM] Senior Computer Vision Engineer Rainscales Thoả thuận · TP.Hồ Chí Minh Senior AI Engineer 20 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,20 ngày trước,"Python, AWS, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/683510
(Senior) DataOps Engineer GiaoHangNhanh (GHN) Thoả thuận · TP.Hồ Chí Minh Senior Data Engineer 20 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,20 ngày trước,"Python, SQL, Excel, Spark, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683507
Senior BI/Analytics Engineer Ngân hàng TMCP Đông Nam Á - SEABANK Thoả thuận · Hà Nội Senior Data Engineer 20 ngày trước,Hà Nội,Thỏa thuận,20 ngày trước,"Python, SQL, Power BI, Machine Learning, R",https://jobs.xomdata.com/jobs/683506
Senior AI Engineer Talentnet Corporation Thoả thuận · TP.Hồ Chí Minh Senior AI Engineer 20 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,20 ngày trước,"Python, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/683503
"[Từ Liêm, HN] Data Analyst / Analytics Engineer (Product Analytics) Horus Productions Thoả thuận · Hà Nội Data Analyst 20 ngày trước",Hà Nội,Thỏa thuận,20 ngày trước,"Python, SQL, Power BI, Tableau, Machine Learning, R",https://jobs.xomdata.com/jobs/683499
Data Engineer/Data Scientist VinSmart Future Thoả thuận · Hà Nội Data Engineer 20 ngày trước,Hà Nội,Thỏa thuận,20 ngày trước,"Python, SQL, Excel, Spark, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683498
Junior/Mid/Senior Machine Learning Engineer VietinBank Thoả thuận · Hà Nội Junior ML Engineer 20 ngày trước,Hà Nội,Thỏa thuận,20 ngày trước,"Python, Spark, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683494
Junior/Mid/Senior Data Scientist 2026 VietinBank Thoả thuận · Hà Nội Junior Data Scientist 20 ngày trước,Hà Nội,Thỏa thuận,20 ngày trước,"AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/683493
Senior Data Architect Up To $4000 MISA JSC Thoả thuận · Hà Nội Senior Data Engineer 20 ngày trước,Hà Nội,Thỏa thuận,20 ngày trước,"SQL, Spark, AWS, Azure, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683489
"Senior Data Analyst Coherent Vietnam Thoả thuận · 2A – 1.F1, Tran Phu Street, Nhon Trach I Industrial Park, Nhon Trach Ward, Dong Nai Province, Việt Nam 3 năm Senior Data Analyst 21 ngày trước",Toàn quốc / Chưa rõ,Thỏa thuận,21 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684882
Senior Data Engineer Công Ty TNHH Socotec Việt Nam 30 - 50 triệu · Hà Nội 3 năm Senior Data Engineer 21 ngày trước,Hà Nội,30 - 50 triệu,21 ngày trước,"SQL, Power BI, Machine Learning, R",https://jobs.xomdata.com/jobs/684863
"[Hot Job] Junior Data Engineer (Thu Nhập Upto 20++) Công ty TNHH VND Credit Thoả thuận · Toà AB - Imperia Garden, 143 Nguyễn Tuân, Thanh Xuân, HN, Việt Nam 1 năm Junior Data Engineer 21 ngày trước",Toàn quốc / Chưa rõ,Thỏa thuận,21 ngày trước,"Python, SQL, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684864
R&D Core Technology Engineer - Senior Computer Vision R&D Engineer Piontech Software 15 - 35 triệu · Hà Nội 1 năm Senior Data Engineer 21 ngày trước,Hà Nội,15 - 35 triệu,21 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684865
Kỹ Sư Dữ Liệu Tổng Công Ty Hạ Tầng Mạng (VNPT-Net) Thoả thuận · Hà Nội Junior Data Engineer 21 ngày trước,Hà Nội,Thỏa thuận,21 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684764
Senior Staff Engineer Machine Learning Motorola Solutions Thoả thuận · TP.Hồ Chí Minh Principal ML Engineer 21 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,21 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/174531
"Data Scientist, NLP & Trading Strategies (Quantitative) Binance Thoả thuận · Hà Nội Data Scientist 21 ngày trước",Hà Nội,Thỏa thuận,21 ngày trước,"Python, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/288
Agentic AI Engineer CÔNG TY CỔ PHẦN HASAKI BEAUTY & CLINIC Thoả thuận · TP.Hồ Chí Minh AI Engineer 22 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,22 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684968
Lead Data Scientist (40000030) Ngân hàng Thương mại Cổ phần Kỹ Thương Việt Nam (Techcombank) Thoả thuận · TP.Hồ Chí Minh Lead Data Scientist 22 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,22 ngày trước,"Python, SQL, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/684951
Senior Data Scientist Ngân hàng Thương mại Cổ phần Kỹ Thương Việt Nam (Techcombank) Thoả thuận · Hà Nội Senior Data Scientist 22 ngày trước,Hà Nội,Thỏa thuận,22 ngày trước,"Python, SQL, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/684952
Merchandise Data Analyst CÔNG TY CỔ PHẦN VIN HOME SHOP - ACE HOME CENTER VIETNAM 15 - 18 triệu · TP.Hồ Chí Minh Data Analyst 22 ngày trước,TP. Hồ Chí Minh,15 - 18 triệu,22 ngày trước,"Python, SQL, Power BI, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684934
Business Analyst CÔNG TY TNHH LOTTE WORLD VIỆT NAM Thoả thuận · Hà Nội 2 năm Business Analyst 22 ngày trước,Hà Nội,Thỏa thuận,22 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684928
Business Intelligence (Social Commerce) ONPOINT COMPANY LIMITED Thoả thuận · TP.Hồ Chí Minh 3 năm Business Analyst 22 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,22 ngày trước,"SQL, Power BI, Tableau, Machine Learning, R",https://jobs.xomdata.com/jobs/684883
Business Analyst (ERP/SAP) Công Ty Cổ Phần Tập Đoàn Masan Thoả thuận · TP.Hồ Chí Minh 2 năm Business Analyst 22 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,22 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684890
Senior to Manager | Data Engineer Ernst & Young Vietnam Limited (EY Vietnam) Thoả thuận · Hà Nội Manager Data Engineer 22 ngày trước,Hà Nội,Thỏa thuận,22 ngày trước,"Python, SQL, Spark, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684867
"Data Analyst Công Ty TNHH Hwaseung VINA $400 - $800 · Nhon Trach I Industrial Zone, Nhon Trach Ward, Dong Nai City, Việt Nam 1 năm Data Analyst 22 ngày trước",Toàn quốc / Chưa rõ,Thỏa thuận,22 ngày trước,"SQL, Power BI, Tableau, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684875
AI Engineer (Computer Vision/ NLP/ LLM) - Khối Công Nghệ Thông Tin (2026TD450582) NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK Thoả thuận · Hà Nội AI Engineer 22 ngày trước,Hà Nội,Thỏa thuận,22 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684827
Senior AI Engineer (Computer Vision/ NLP/ LLM) - Khối Công Nghệ Thông Tin (2026TD450878) NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK Thoả thuận · Hà Nội 2 năm Senior AI Engineer 22 ngày trước,Hà Nội,Thỏa thuận,22 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684828
Senior Business Analyst CÔNG TY CỔ PHẦN PHẦN MỀM VITEX VIỆT NAM Thoả thuận · Hà Nội Senior Business Analyst 22 ngày trước,Hà Nội,Thỏa thuận,22 ngày trước,"SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684778
BUSINESS ANALYST (BA) South Telecom Thoả thuận · TP.Hồ Chí Minh Junior Business Analyst 22 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,22 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684779
"HR Data Analyst CÔNG TY TNHH BECAMEX TOKYU Thoả thuận · Bình Dương, Việt Nam Data Analyst 23 ngày trước",Toàn quốc / Chưa rõ,Thỏa thuận,23 ngày trước,"Power BI, Tableau, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684948
"Senior Manager, Data Science Navigos Search's Client Thoả thuận · Hà Nội 8 năm Manager Data Scientist 23 ngày trước",Hà Nội,Thỏa thuận,23 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684884
Data Engineer (Social Commerce) ONPOINT COMPANY LIMITED Thoả thuận · TP.Hồ Chí Minh 3 năm Data Engineer 23 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,23 ngày trước,"Python, SQL, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684876
Research and Teaching Assistant (RTA) in Data Science and Operations Research/optimization VGU - Vietnamese German University 30 - 35 triệu · TP.Hồ Chí Minh 1 năm Data Scientist 23 ngày trước,TP. Hồ Chí Minh,30 - 35 triệu,23 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684831
Home Racer - Data Analyst Home Credit Vietnam - Explore Your Dream Team Thoả thuận · TP.Hồ Chí Minh Data Analyst 23 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,23 ngày trước,"Python, SQL, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/684794
Home Racer - Data Engineer Home Credit Vietnam - Explore Your Dream Team Thoả thuận · TP.Hồ Chí Minh Data Engineer 23 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,23 ngày trước,"Python, SQL, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/684795
Junior DataOps Engineer Profectus Vietnam Co. Ltd. Thoả thuận · TP.Hồ Chí Minh 1 năm Junior Data Analyst 23 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,23 ngày trước,"Python, SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684796
Business Analyst (Chinese)  - Khối Công nghệ thông tin (2026TD450181) MBBANK Thoả thuận · Hà Nội Junior Business Analyst 23 ngày trước,Hà Nội,Thỏa thuận,23 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684784
MB Trainee - AI Engineer (Fresher) - Khối Công Nghệ Thông Tin (2025TD924) MBBANK Thoả thuận · Hà Nội Fresher AI Engineer 23 ngày trước,Hà Nội,Thỏa thuận,23 ngày trước,"Python, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684773
AI Engineer (Computer Vision/ NLP/ LLM) - Khối Công Nghệ Thông Tin (2026TD450582) MBBANK Thoả thuận · Hà Nội Junior AI Engineer 23 ngày trước,Hà Nội,Thỏa thuận,23 ngày trước,"Python, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684774
Senior AI Engineer (Computer Vision/NLP/LLM) - Khối Công nghệ thông tin (2026TD450878) MBBANK Thoả thuận · Hà Nội Senior AI Engineer 23 ngày trước,Hà Nội,Thỏa thuận,23 ngày trước,"Python, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684775
Chuyên viên tư vấn giải pháp (Business Analyst/Solution Consultant) Globaltech Thoả thuận · TP.Hồ Chí Minh Junior Business Analyst 23 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,23 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684756
MLOps Engineer - Kỹ Sư Vận Hành Và Tích Hợp Mô Hình AI Công ty Cổ phần Dược phẩm FPT Long Châu Thoả thuận · TP.Hồ Chí Minh AI Engineer 25 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,25 ngày trước,"Python, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/684979
AI Engineer Công ty Cổ phần Tập đoàn Công nghệ Thiên Hoàng Thoả thuận · Hà Nội AI Engineer 26 ngày trước,Hà Nội,Thỏa thuận,26 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684977
Group Business Intelligence Lead Công Ty Cổ Phần Openasia Thoả thuận · Hà Nội 6 năm Lead Business Analyst 26 ngày trước,Hà Nội,Thỏa thuận,26 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684879
Data Scientist Công Ty TNHH T.M.G 20 - 30 triệu · TP.Hồ Chí Minh 3 năm Data Scientist 26 ngày trước,TP. Hồ Chí Minh,20 - 30 triệu,26 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684885
Senior Data Engineer (Contractor) Archetype Vietnam Ltd. Thoả thuận · TP.Hồ Chí Minh 5 năm Senior Data Engineer 26 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,26 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684840
